label,text
spam,You've been selected for a free trial. Confirm your details at tinyurl.com/deal.
spam,Act now! Exclusive deal on gift card available at tinyurl.com/deal.
ham,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-)
ham,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?
spam,"Special offer for you! Buy one trip, get one free at www.example.com."
ham,Okay... I booked all already... Including the one at bugis.
ham,Where to get those?
ham,"Well, I was about to give up cos they all said no they didn‘t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?"
spam,"Special offer for you! Buy one gift card, get one free at promo.link/redeem."
ham,Dont put your phone on silent mode ok
ham,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola"
spam,Congratulations! You have won a free voucher. Claim now at promo.link/redeem.
spam,Don't miss out on big savings! Click promo.link/redeem to learn more.
spam,Get a TV for free! Just sign up at tinyurl.com/deal.
ham,I sent them. Do you like?
ham,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..
ham,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter"
ham,I'm now but have to wait till 2 for the bus to pick me.
ham,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...
ham,Just got up. have to be out of the room very soon. …. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.
spam,Earn $2000 working from home. Sign up today at bit.ly/freegift.
spam,Get a iPhone for free! Just sign up at bit.ly/freegift.
ham,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs!"
spam,You've been selected for a free trial. Confirm your details at promo.link/redeem.
spam,Congratulations! You have won a free voucher. Claim now at bit.ly/freegift.
spam,Don't miss out on big savings! Click bit.ly/freegift to learn more.
spam,Don't miss out on free trial! Click www.example.com to learn more.
spam,Earn $1000 working from home. Sign up today at www.example.com.
spam,"Special offer for you! Buy one laptop, get one free at tinyurl.com/deal."
spam,Don't miss out on cashback! Click bit.ly/freegift to learn more.
ham,"""Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!"""
ham,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train
ham,Nobody names their penis a girls name this story doesn't add up at all
spam,Congratulations! You have won a free TV. Claim now at bit.ly/freegift.
ham,I just really need shit before tomorrow and I know you won't be awake before like 6
spam,Earn $1000 working from home. Sign up today at www.example.com.
ham,Ok no prob... I'll come after lunch then...
ham,"Jay told me already, will do"
ham,"K, I might come by tonight then if my class lets out early"
spam,"Special offer for you! Buy one iPhone, get one free at tinyurl.com/deal."
ham,In da car park
spam,Act now! Exclusive deal on laptop available at bit.ly/freegift.
spam,Congratulations! You have won a free TV. Claim now at www.example.com.
spam,Get a laptop for free! Just sign up at bit.ly/freegift.
spam,You've been selected for a free trial. Confirm your details at promo.link/redeem.
spam,Act now! Exclusive deal on TV available at www.example.com.
spam,Don't miss out on free trial! Click bit.ly/freegift to learn more.
spam,You've been selected for a cash reward. Confirm your details at bit.ly/freegift.
spam,Congratulations! You have won a free TV. Claim now at promo.link/redeem.
ham,"Not sure yet, still trying to get a hold of him"
ham,Ü dun need to pick ur gf?
spam,Act now! Exclusive deal on voucher available at bit.ly/freegift.
ham,Ok lor...
ham,No de. But call me after some time. Ill tell you k
spam,Act now! Exclusive deal on voucher available at tinyurl.com/deal.
spam,Limited time offer! Get 70% off on gift card. Visit www.example.com.
ham,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx
spam,Act now! Exclusive deal on gift card available at www.example.com.
ham,Many more happy returns of the day. I wish you happy birthday.
ham,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?"
spam,Don't miss out on big savings! Click promo.link/redeem to learn more.
ham,Its hard to believe things like this. All can say lie but think twice before saying anything to me.
spam,Don't miss out on cashback! Click promo.link/redeem to learn more.
ham,Erm. I thought the contract ran out the4th of october.
spam,Act now! Exclusive deal on voucher available at tinyurl.com/deal.
ham,And several to you sir.
ham,How long does applebees fucking take
spam,Your laptop subscription is about to expire. Renew at bit.ly/freegift.
ham,Still chance there. If you search hard you will get it..let have a try :)
spam,Get a gift card for free! Just sign up at tinyurl.com/deal.
spam,Earn $500 working from home. Sign up today at www.example.com.
ham,LOL ... No just was busy
ham,"Yeah, don't go to bed, I'll be back before midnight"
spam,Earn $500 working from home. Sign up today at promo.link/redeem.
ham,That seems unnecessarily hostile
ham,it's really getting me down just hanging around.
ham,Ok i msg u b4 i leave my house.
spam,Don't miss out on cashback! Click bit.ly/freegift to learn more.
ham,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL
ham,The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.
ham,Hey you can pay. With salary de. Only  &lt;#&gt; .
ham,"Probably not, still going over some stuff here"
spam,You've been selected for a bonus. Confirm your details at tinyurl.com/deal.
ham,I said its okay. Sorry
ham,Today my system sh get ready.all is well and i am also in the deep well
spam,Act now! Exclusive deal on iPhone available at tinyurl.com/deal.
spam,Don't miss out on free trial! Click bit.ly/freegift to learn more.
ham,"Miss ya, need ya, want ya, love ya."
spam,Get a laptop for free! Just sign up at bit.ly/freegift.
ham,Hi:)did you asked to waheeda fathima about leave?
spam,Your iPhone subscription is about to expire. Renew at bit.ly/freegift.
ham,I'm always looking for an excuse to be in the city.
ham,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.
ham,Now only i reached home. . . I am very tired now. . I will come tomorro
spam,Congratulations! You have won a free trip. Claim now at bit.ly/freegift.
spam,"Special offer for you! Buy one trip, get one free at tinyurl.com/deal."
ham,Ü neva tell me how i noe... I'm not at home in da aft wat...
spam,Limited time offer! Get 30% off on gift card. Visit www.example.com.
ham,Good morning princess! How are you?
spam,You've been selected for a bonus. Confirm your details at www.example.com.
spam,Act now! Exclusive deal on iPhone available at www.example.com.
spam,Your gift card subscription is about to expire. Renew at www.example.com.
spam,Act now! Exclusive deal on TV available at tinyurl.com/deal.
ham,"Sorry, I'll call later"
spam,"Special offer for you! Buy one voucher, get one free at tinyurl.com/deal."
spam,Hurry! Your laptop is waiting. Redeem today at tinyurl.com/deal.
spam,Hurry! Your voucher is waiting. Redeem today at bit.ly/freegift.
spam,Don't miss out on cashback! Click www.example.com to learn more.
ham,I'm in school now n i'll be in da lab doing some stuff give me a call when ü r done.
spam,Hurry! Your iPhone is waiting. Redeem today at promo.link/redeem.
ham,great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :)
ham,I want snow. It's just freezing and windy.
spam,Act now! Exclusive deal on voucher available at promo.link/redeem.
spam,Don't miss out on free trial! Click tinyurl.com/deal to learn more.
ham,I like dis sweater fr mango but no more my size already so irritating.
spam,Limited time offer! Get 20% off on TV. Visit bit.ly/freegift.
ham,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked
spam,You've been selected for a membership. Confirm your details at bit.ly/freegift.
spam,Your trip subscription is about to expire. Renew at www.example.com.
ham,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. .."
ham,Thinkin about someone is all good. No drugs for that
spam,Your voucher subscription is about to expire. Renew at www.example.com.
ham,"""HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!"""
ham,Smith waste da.i wanna gayle.
ham,Lovely smell on this bus and it ain't tobacco...
ham,K.i did't see you.:)k:)where are you now?
spam,Earn $2000 working from home. Sign up today at promo.link/redeem.
ham,Crucify is c not s. You should have told me earlier.
ham,Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx
ham,Anytime lor...
ham,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*"
spam,You've been selected for a bonus. Confirm your details at www.example.com.
spam,Your voucher subscription is about to expire. Renew at promo.link/redeem.
spam,Hurry! Your laptop is waiting. Redeem today at tinyurl.com/deal.
spam,Limited time offer! Get 20% off on trip. Visit tinyurl.com/deal.
spam,"Special offer for you! Buy one TV, get one free at bit.ly/freegift."
spam,Congratulations! You have won a free trip. Claim now at tinyurl.com/deal.
spam,Limited time offer! Get 20% off on gift card. Visit www.example.com.
spam,"Special offer for you! Buy one voucher, get one free at promo.link/redeem."
ham,Indeed and by the way it was either or - not both !
ham,Rofl betta invest in some  anti aging products
spam,Get a voucher for free! Just sign up at www.example.com.
spam,Hurry! Your laptop is waiting. Redeem today at bit.ly/freegift.
spam,Congratulations! You have won a free voucher. Claim now at www.example.com.
ham,K:)k:)what are detail you want to transfer?acc no enough?
spam,Congratulations! You have won a free iPhone. Claim now at tinyurl.com/deal.
ham,After the drug she will be able to eat.
spam,"Special offer for you! Buy one iPhone, get one free at promo.link/redeem."
ham,Ok thanx...
ham,Aight do you still want to get money
spam,Act now! Exclusive deal on voucher available at bit.ly/freegift.
spam,Act now! Exclusive deal on TV available at bit.ly/freegift.
ham,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).
ham,Lol yeah at this point I guess not
spam,Your trip subscription is about to expire. Renew at www.example.com.
ham,Yes baby! We can study all the positions of the kama sutra ;)
spam,Congratulations! You have won a free TV. Claim now at tinyurl.com/deal.
spam,Your TV subscription is about to expire. Renew at promo.link/redeem.
ham,Dear umma she called me now :-)
spam,"Special offer for you! Buy one TV, get one free at bit.ly/freegift."
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)"
ham,"Aight, lemme know what's up"
ham,"""Hi darlin did youPhone me? Im atHome if youwanna chat."""
spam,Don't miss out on cashback! Click bit.ly/freegift to learn more.
spam,Hurry! Your TV is waiting. Redeem today at www.example.com.
spam,Hurry! Your TV is waiting. Redeem today at bit.ly/freegift.
ham,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...
spam,Act now! Exclusive deal on gift card available at www.example.com.
ham,"""Speak only when you feel your words are better than the silence..."" Gud mrng:-)"
ham,Ard 530 like dat lor. We juz meet in mrt station then ü dun haf to come out.
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
spam,"Special offer for you! Buy one iPhone, get one free at promo.link/redeem."
ham,Wat ü doing now?
spam,You've been selected for a bonus. Confirm your details at www.example.com.
spam,Act now! Exclusive deal on iPhone available at tinyurl.com/deal.
ham,Why i come in between you people
spam,You've been selected for a cash reward. Confirm your details at promo.link/redeem.
ham,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow."
ham,I went to project centre
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
ham,You do your studies alone without anyones help. If you cant no need to study.
spam,You've been selected for a bonus. Confirm your details at www.example.com.
spam,Act now! Exclusive deal on iPhone available at promo.link/redeem.
ham,Oooh I got plenty of those!
ham,I'm done oredi...
ham,"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards..."
spam,Earn $1000 working from home. Sign up today at bit.ly/freegift.
ham,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola"
ham,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?
spam,Congratulations! You have won a free trip. Claim now at tinyurl.com/deal.
spam,You've been selected for a bonus. Confirm your details at bit.ly/freegift.
spam,You've been selected for a free trial. Confirm your details at www.example.com.
ham,Ü ready then call me...
ham,I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?
ham,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai.........."
ham,"* Was really good to see you the other day dudette, been missing you!"
ham,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe"
ham,I AM AT A PARTY WITH ALEX NICHOLS
ham,Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...
ham,How much did ur hdd casing cost.
ham,"Yeah, probably earlier than that"
ham,Try to do something dear. You read something for exams
ham,"When you get free, call me"
spam,Hurry! Your voucher is waiting. Redeem today at tinyurl.com/deal.
spam,You've been selected for a bonus. Confirm your details at bit.ly/freegift.
spam,Hurry! Your trip is waiting. Redeem today at bit.ly/freegift.
ham,Same to u...
spam,Limited time offer! Get 50% off on trip. Visit bit.ly/freegift.
ham,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.
ham,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks
ham,Delhi and chennai still silent.
ham,"""ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX"""
spam,Your TV subscription is about to expire. Renew at www.example.com.
ham,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now
ham,Oh really?? Did you make it on air? What's your talent?
ham,Hope you are having a good week. Just checking in
ham,"Aight will do, thanks again for comin out"
spam,"Special offer for you! Buy one voucher, get one free at www.example.com."
ham,I'm aight. Wat's happening on your side.
ham,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second"
ham,Bring it if you got it
spam,Limited time offer! Get 50% off on laptop. Visit www.example.com.
spam,"Special offer for you! Buy one gift card, get one free at www.example.com."
ham,Or ill be a little closer like at the bus stop on the same street
ham,And he's apparently bffs with carly quick now
spam,Earn $2000 working from home. Sign up today at www.example.com.
ham,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm."
spam,Congratulations! You have won a free iPhone. Claim now at tinyurl.com/deal.
spam,Limited time offer! Get 50% off on voucher. Visit promo.link/redeem.
ham,"I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit"
spam,"Special offer for you! Buy one TV, get one free at www.example.com."
ham,Raviyog Peripherals bhayandar east
spam,You've been selected for a membership. Confirm your details at promo.link/redeem.
ham,Get ready to put on your excellent sub face :)
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
spam,Act now! Exclusive deal on laptop available at bit.ly/freegift.
spam,Act now! Exclusive deal on voucher available at bit.ly/freegift.
spam,Act now! Exclusive deal on TV available at promo.link/redeem.
ham,"There'll be a minor shindig at my place later tonight, you interested?"
ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.
spam,Earn $1000 working from home. Sign up today at tinyurl.com/deal.
ham,Hey i will be late ah... Meet you at 945+
ham,"Hi Chikku, send some nice msgs"
spam,Get a voucher for free! Just sign up at promo.link/redeem.
spam,Earn $1000 working from home. Sign up today at bit.ly/freegift.
spam,Earn $500 working from home. Sign up today at bit.ly/freegift.
ham,I've reached already.
ham,K k:) sms chat with me.
ham,Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :)
spam,Your voucher subscription is about to expire. Renew at bit.ly/freegift.
ham,Neva mind it's ok..
ham,Thnx dude. u guys out 2nite?
spam,Your laptop subscription is about to expire. Renew at promo.link/redeem.
ham,"Sir, i am waiting for your call."
spam,"Special offer for you! Buy one TV, get one free at promo.link/redeem."
ham,", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers,"
spam,Don't miss out on big savings! Click tinyurl.com/deal to learn more.
ham,"Hey babe, my friend had to cancel, still up for a visit ?"
ham,"""Response"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So, always give response 2 who cares 4 U""... Gud night..swt dreams..take care"
spam,Your voucher subscription is about to expire. Renew at tinyurl.com/deal.
ham,I can take you at like noon
ham,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.
ham,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*
ham,No problem. How are you doing?
ham,Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL
ham,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though!"
ham,Oh god i am happy to see your message after 3 days
spam,Congratulations! You have won a free iPhone. Claim now at tinyurl.com/deal.
ham,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-)
ham,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas..."
spam,Hurry! Your voucher is waiting. Redeem today at www.example.com.
ham,"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite"
spam,Hurry! Your TV is waiting. Redeem today at tinyurl.com/deal.
spam,Your TV subscription is about to expire. Renew at bit.ly/freegift.
ham,"Nothing much, chillin at home. Any super bowl plan?"
ham,That's y i said it's bad dat all e gals know u... Wat u doing now?
ham,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?
spam,Hurry! Your voucher is waiting. Redeem today at tinyurl.com/deal.
spam,Act now! Exclusive deal on gift card available at www.example.com.
ham,Yeah we do totes. When u wanna?
ham,Wife.how she knew the time of murder exactly
spam,Act now! Exclusive deal on voucher available at promo.link/redeem.
ham,Somebody set up a website where you can play hold em using eve online spacebucks
spam,"Special offer for you! Buy one laptop, get one free at www.example.com."
ham,Tell me they're female :V how're you throwing in? We're deciding what all to get now
spam,Congratulations! You have won a free laptop. Claim now at www.example.com.
ham,How. Its a little difficult but its a simple way to enter this place
spam,Limited time offer! Get 50% off on laptop. Visit www.example.com.
spam,Congratulations! You have won a free iPhone. Claim now at promo.link/redeem.
ham,I‘m going to try for 2 months ha ha only joking
spam,Your voucher subscription is about to expire. Renew at bit.ly/freegift.
spam,Earn $500 working from home. Sign up today at tinyurl.com/deal.
spam,Don't miss out on cashback! Click tinyurl.com/deal to learn more.
ham,I am sorry it hurt you.
spam,Limited time offer! Get 50% off on voucher. Visit promo.link/redeem.
spam,Get a iPhone for free! Just sign up at promo.link/redeem.
ham,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.
spam,Get a voucher for free! Just sign up at bit.ly/freegift.
spam,Act now! Exclusive deal on trip available at bit.ly/freegift.
ham,Huh so late... Fr dinner?
ham,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill"
spam,Act now! Exclusive deal on gift card available at promo.link/redeem.
spam,"Special offer for you! Buy one iPhone, get one free at bit.ly/freegift."
spam,Congratulations! You have won a free TV. Claim now at www.example.com.
ham,I can make lasagna for you... vodka...
spam,Get a TV for free! Just sign up at tinyurl.com/deal.
ham,Nope... Think i will go for it on monday... Sorry i replied so late
spam,Earn $2000 working from home. Sign up today at www.example.com.
spam,Congratulations! You have won a free voucher. Claim now at www.example.com.
spam,"Special offer for you! Buy one voucher, get one free at promo.link/redeem."
spam,Congratulations! You have won a free iPhone. Claim now at promo.link/redeem.
spam,Earn $2000 working from home. Sign up today at www.example.com.
ham,I have lost 10 kilos as of today!
ham,We are both fine. Thanks
ham,Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.
ham,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?
ham,Yeah I'll try to scrounge something up
ham,Ok i vl..do u know i got adsense approved..
ham,Probably a couple hours tops
spam,Earn $2000 working from home. Sign up today at bit.ly/freegift.
ham,I want to lick your pussy now...
ham,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx
spam,Get a trip for free! Just sign up at promo.link/redeem.
spam,You've been selected for a free trial. Confirm your details at www.example.com.
ham,Yes i will be there. Glad you made it.
ham,K and you're sure I don't have to have consent forms to do it :V
spam,Limited time offer! Get 50% off on trip. Visit tinyurl.com/deal.
ham,I‘m parked next to a MINI!!!! When are you coming in today do you think?
ham,Sounds like something that someone testing me would sayy
spam,"Special offer for you! Buy one iPhone, get one free at bit.ly/freegift."
spam,Congratulations! You have won a free gift card. Claim now at www.example.com.
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
ham,Dad went out oredi...
ham,Sure but since my parents will be working on Tuesday I don't really need a cover story
ham,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.
ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U"
ham,"""alright babe, justthought id sayhey! how u doin?nearly the endof me wk offdam nevamind!We will have 2Hook up sn if uwant m8? loveJen x."""
ham,"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz..."
spam,Don't miss out on free trial! Click bit.ly/freegift to learn more.
spam,Your iPhone subscription is about to expire. Renew at tinyurl.com/deal.
spam,Hurry! Your laptop is waiting. Redeem today at www.example.com.
ham,He is world famamus....
spam,Act now! Exclusive deal on gift card available at bit.ly/freegift.
ham,Man this bus is so so so slow. I think you're gonna get there before me
spam,Act now! Exclusive deal on gift card available at bit.ly/freegift.
spam,Your gift card subscription is about to expire. Renew at promo.link/redeem.
spam,Don't miss out on free trial! Click bit.ly/freegift to learn more.
ham,It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.
spam,Earn $2000 working from home. Sign up today at tinyurl.com/deal.
spam,Hurry! Your TV is waiting. Redeem today at promo.link/redeem.
spam,Limited time offer! Get 30% off on trip. Visit www.example.com.
spam,Your gift card subscription is about to expire. Renew at bit.ly/freegift.
spam,Limited time offer! Get 50% off on iPhone. Visit bit.ly/freegift.
ham,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass
spam,Congratulations! You have won a free laptop. Claim now at bit.ly/freegift.
spam,Limited time offer! Get 50% off on laptop. Visit bit.ly/freegift.
spam,Your gift card subscription is about to expire. Renew at bit.ly/freegift.
spam,Your gift card subscription is about to expire. Renew at promo.link/redeem.
ham,I'm really not up to it still tonight babe
ham,"Thanx 4 the time weve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx"
ham,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :)
spam,Don't miss out on free trial! Click bit.ly/freegift to learn more.
spam,Limited time offer! Get 50% off on voucher. Visit promo.link/redeem.
ham,Jason says it's cool if we pick some up from his place in like an hour
spam,Your iPhone subscription is about to expire. Renew at promo.link/redeem.
spam,"Special offer for you! Buy one laptop, get one free at bit.ly/freegift."
spam,"Special offer for you! Buy one trip, get one free at tinyurl.com/deal."
spam,Earn $1000 working from home. Sign up today at promo.link/redeem.
ham,You said not now. No problem. When you can. Let me know.
spam,Limited time offer! Get 50% off on voucher. Visit bit.ly/freegift.
ham,I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs
ham,Great escape. I fancy the bridge but needs her lager. See you tomo
spam,Act now! Exclusive deal on gift card available at promo.link/redeem.
spam,Congratulations! You have won a free voucher. Claim now at tinyurl.com/deal.
ham,"Best line said in Love: . ""I will wait till the day I can forget u Or The day u realize that u cannot forget me.""... Gn"
spam,Earn $2000 working from home. Sign up today at www.example.com.
ham,I not busy juz dun wan 2 go so early.. Hee..
ham,Cause I'm not freaky lol
spam,Don't miss out on free trial! Click bit.ly/freegift to learn more.
spam,Hurry! Your trip is waiting. Redeem today at bit.ly/freegift.
ham,We stopped to get ice cream and will go back after
ham,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..
spam,Act now! Exclusive deal on trip available at bit.ly/freegift.
spam,Hurry! Your trip is waiting. Redeem today at promo.link/redeem.
ham,Forgot to tell ü smth.. Can ü like number the sections so that it's clearer..
spam,Act now! Exclusive deal on trip available at www.example.com.
spam,Act now! Exclusive deal on gift card available at tinyurl.com/deal.
ham,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.
spam,Don't miss out on big savings! Click promo.link/redeem to learn more.
spam,You've been selected for a cash reward. Confirm your details at bit.ly/freegift.
ham,If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/
spam,Get a iPhone for free! Just sign up at bit.ly/freegift.
spam,Limited time offer! Get 30% off on TV. Visit bit.ly/freegift.
spam,You've been selected for a membership. Confirm your details at promo.link/redeem.
ham,Watching tv lor. Nice one then i like lor.
ham,We'll you pay over like  &lt;#&gt; yrs so its not too difficult
ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
ham,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.
ham,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You?
ham,"4 tacos + 1 rajas burrito, right?"
spam,Congratulations! You have won a free TV. Claim now at www.example.com.
ham,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem"
ham,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!"
ham,U GOIN OUT 2NITE?
ham,Any pain on urination any thing else?
spam,Act now! Exclusive deal on voucher available at promo.link/redeem.
spam,Don't miss out on cashback! Click bit.ly/freegift to learn more.
ham,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.
ham,Please da call me any mistake from my side sorry da. Pls da goto doctor.
ham,Ok. C u then.
spam,Limited time offer! Get 70% off on laptop. Visit www.example.com.
spam,Congratulations! You have won a free TV. Claim now at promo.link/redeem.
ham,Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!
spam,Congratulations! You have won a free iPhone. Claim now at tinyurl.com/deal.
spam,Act now! Exclusive deal on TV available at bit.ly/freegift.
ham,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)"
ham,Then anything special?
ham,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me..."
ham,Ok...
ham,What r u cooking me for dinner?
ham,From tomorrow onwards eve 6 to 3 work.
ham,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ..."
ham,S now only i took tablets . Reaction morning only.
spam,Your voucher subscription is about to expire. Renew at tinyurl.com/deal.
ham,Hey i will be late... i'm at amk. Need to drink tea or coffee
ham,So gd got free ice cream... I oso wan...
spam,Limited time offer! Get 50% off on TV. Visit promo.link/redeem.
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
ham,R ü comin back for dinner?
